label,dataset,origin,file
conhecer,MINDS,Sinalizador083,conhecer\minds\minds_23.mp4
conhecer,MINDS,Sinalizador084,conhecer\minds\minds_24.mp4
conhecer,MINDS,Sinalizador085,conhecer\minds\minds_25.mp4
conhecer,MINDS,Sinalizador101,conhecer\minds\minds_26.mp4
conhecer,MINDS,Sinalizador102,conhecer\minds\minds_27.mp4
conhecer,MINDS,Sinalizador103,conhecer\minds\minds_28.mp4
conhecer,MINDS,Sinalizador104,conhecer\minds\minds_29.mp4
conhecer,MINDS,Sinalizador105,conhecer\minds\minds_30.mp4
conhecer,MINDS,Sinalizador111,conhecer\minds\minds_31.mp4
conhecer,MINDS,Sinalizador112,conhecer\minds\minds_32.mp4
conhecer,MINDS,Sinalizador113,conhecer\minds\minds_33.mp4
conhecer,MINDS,Sinalizador114,conhecer\minds\minds_34.mp4
conhecer,MINDS,Sinalizador115,conhecer\minds\minds_35.mp4
conhecer,MINDS,Sinalizador121,conhecer\minds\minds_36.mp4
conhecer,MINDS,Sinalizador122,conhecer\minds\minds_37.mp4
conhecer,MINDS,Sinalizador123,conhecer\minds\minds_38.mp4
conhecer,MINDS,Sinalizador124,conhecer\minds\minds_39.mp4
conhecer,MINDS,Sinalizador125,conhecer\minds\minds_40.mp4
conhecer,MALTA,Acessibilidades3,conhecer\malta\malta_01.mp4
conhecer,MALTA,SpreadTheSign,conhecer\malta\malta_02.mp4
conhecer,MALTA,UFSC,conhecer\malta\malta_03.mp4
conhecer,MALTA,UFV,conhecer\malta\malta_04.mp4
conhecer,MALTA,USP,conhecer\malta\malta_05.mp4
espelho,MINDS,Sinalizador011,espelho\minds\minds_01.mp4
espelho,MINDS,Sinalizador012,espelho\minds\minds_02.mp4
espelho,MINDS,Sinalizador013,espelho\minds\minds_03.mp4
espelho,MINDS,Sinalizador014,espelho\minds\minds_04.mp4
espelho,MINDS,Sinalizador015,espelho\minds\minds_05.mp4
espelho,MINDS,Sinalizador021,espelho\minds\minds_06.mp4
espelho,MINDS,Sinalizador022,espelho\minds\minds_07.mp4
espelho,MINDS,Sinalizador023,espelho\minds\minds_08.mp4
espelho,MINDS,Sinalizador024,espelho\minds\minds_09.mp4
espelho,MINDS,Sinalizador025,espelho\minds\minds_10.mp4
espelho,MINDS,Sinalizador051,espelho\minds\minds_11.mp4
espelho,MINDS,Sinalizador052,espelho\minds\minds_12.mp4
espelho,MINDS,Sinalizador053,espelho\minds\minds_13.mp4
espelho,MINDS,Sinalizador054,espelho\minds\minds_14.mp4
espelho,MINDS,Sinalizador055,espelho\minds\minds_15.mp4
espelho,MINDS,Sinalizador061,espelho\minds\minds_16.mp4
espelho,MINDS,Sinalizador062,espelho\minds\minds_17.mp4
espelho,MINDS,Sinalizador063,espelho\minds\minds_18.mp4
espelho,MINDS,Sinalizador064,espelho\minds\minds_19.mp4
espelho,MINDS,Sinalizador065,espelho\minds\minds_20.mp4
espelho,MINDS,Sinalizador081,espelho\minds\minds_21.mp4
espelho,MINDS,Sinalizador082,espelho\minds\minds_22.mp4
espelho,MINDS,Sinalizador083,espelho\minds\minds_23.mp4
espelho,MINDS,Sinalizador084,espelho\minds\minds_24.mp4
espelho,MINDS,Sinalizador085,espelho\minds\minds_25.mp4
espelho,MINDS,Sinalizador101,espelho\minds\minds_26.mp4
espelho,MINDS,Sinalizador102,espelho\minds\minds_27.mp4
espelho,MINDS,Sinalizador103,espelho\minds\minds_28.mp4
espelho,MINDS,Sinalizador104,espelho\minds\minds_29.mp4
espelho,MINDS,Sinalizador105,espelho\minds\minds_30.mp4
espelho,MINDS,Sinalizador111,espelho\minds\minds_31.mp4
espelho,MINDS,Sinalizador112,espelho\minds\minds_32.mp4
espelho,MINDS,Sinalizador113,espelho\minds\minds_33.mp4
espelho,MINDS,Sinalizador114,espelho\minds\minds_34.mp4
espelho,MINDS,Sinalizador115,espelho\minds\minds_35.mp4
espelho,MINDS,Sinalizador121,espelho\minds\minds_36.mp4
espelho,MINDS,Sinalizador122,espelho\minds\minds_37.mp4
espelho,MINDS,Sinalizador123,espelho\minds\minds_38.mp4
espelho,MINDS,Sinalizador124,espelho\minds\minds_39.mp4
espelho,MINDS,Sinalizador125,espelho\minds\minds_40.mp4
espelho,MALTA,Acessibilidades3,espelho\malta\malta_01.mp4
espelho,MALTA,SpreadTheSign,espelho\malta\malta_02.mp4
espelho,MALTA,UFSC,espelho\malta\malta_03.mp4
esquina,MINDS,Sinalizador011,esquina\minds\minds_01.mp4
esquina,MINDS,Sinalizador012,esquina\minds\minds_02.mp4
esquina,MINDS,Sinalizador013,esquina\minds\minds_03.mp4
esquina,MINDS,Sinalizador014,esquina\minds\minds_04.mp4
esquina,MINDS,Sinalizador015,esquina\minds\minds_05.mp4
esquina,MINDS,Sinalizador021,esquina\minds\minds_06.mp4
esquina,MINDS,Sinalizador022,esquina\minds\minds_07.mp4
esquina,MINDS,Sinalizador023,esquina\minds\minds_08.mp4
esquina,MINDS,Sinalizador024,esquina\minds\minds_09.mp4
esquina,MINDS,Sinalizador025,esquina\minds\minds_10.mp4
esquina,MINDS,Sinalizador051,esquina\minds\minds_11.mp4
esquina,MINDS,Sinalizador052,esquina\minds\minds_12.mp4
esquina,MINDS,Sinalizador053,esquina\minds\minds_13.mp4
esquina,MINDS,Sinalizador054,esquina\minds\minds_14.mp4
esquina,MINDS,Sinalizador055,esquina\minds\minds_15.mp4
esquina,MINDS,Sinalizador061,esquina\minds\minds_16.mp4
esquina,MINDS,Sinalizador062,esquina\minds\minds_17.mp4
esquina,MINDS,Sinalizador063,esquina\minds\minds_18.mp4
esquina,MINDS,Sinalizador064,esquina\minds\minds_19.mp4
esquina,MINDS,Sinalizador065,esquina\minds\minds_20.mp4
esquina,MINDS,Sinalizador081,esquina\minds\minds_21.mp4
esquina,MINDS,Sinalizador082,esquina\minds\minds_22.mp4
esquina,MINDS,Sinalizador083,esquina\minds\minds_23.mp4
esquina,MINDS,Sinalizador084,esquina\minds\minds_24.mp4
esquina,MINDS,Sinalizador085,esquina\minds\minds_25.mp4
esquina,MINDS,Sinalizador101,esquina\minds\minds_26.mp4
esquina,MINDS,Sinalizador102,esquina\minds\minds_27.mp4
esquina,MINDS,Sinalizador103,esquina\minds\minds_28.mp4
esquina,MINDS,Sinalizador104,esquina\minds\minds_29.mp4
esquina,MINDS,Sinalizador105,esquina\minds\minds_30.mp4
esquina,MINDS,Sinalizador111,esquina\minds\minds_31.mp4
esquina,MINDS,Sinalizador112,esquina\minds\minds_32.mp4
esquina,MINDS,Sinalizador113,esquina\minds\minds_33.mp4
esquina,MINDS,Sinalizador114,esquina\minds\minds_34.mp4
esquina,MINDS,Sinalizador115,esquina\minds\minds_35.mp4
esquina,MINDS,Sinalizador121,esquina\minds\minds_36.mp4
esquina,MINDS,Sinalizador122,esquina\minds\minds_37.mp4
esquina,MINDS,Sinalizador123,esquina\minds\minds_38.mp4
esquina,MINDS,Sinalizador124,esquina\minds\minds_39.mp4
esquina,MINDS,Sinalizador125,esquina\minds\minds_40.mp4
esquina,MALTA,Acessibilidades3,esquina\malta\malta_01.mp4
esquina,MALTA,SpreadTheSign,esquina\malta\malta_02.mp4
esquina,MALTA,UFSC,esquina\malta\malta_03.mp4
filho,MINDS,Sinalizador011,filho\minds\minds_01.mp4
filho,MINDS,Sinalizador012,filho\minds\minds_02.mp4
filho,MINDS,Sinalizador013,filho\minds\minds_03.mp4
filho,MINDS,Sinalizador014,filho\minds\minds_04.mp4
filho,MINDS,Sinalizador015,filho\minds\minds_05.mp4
filho,MINDS,Sinalizador021,filho\minds\minds_06.mp4
filho,MINDS,Sinalizador022,filho\minds\minds_07.mp4
filho,MINDS,Sinalizador023,filho\minds\minds_08.mp4
filho,MINDS,Sinalizador024,filho\minds\minds_09.mp4
filho,MINDS,Sinalizador025,filho\minds\minds_10.mp4
filho,MINDS,Sinalizador051,filho\minds\minds_11.mp4
filho,MINDS,Sinalizador052,filho\minds\minds_12.mp4
filho,MINDS,Sinalizador053,filho\minds\minds_13.mp4
filho,MINDS,Sinalizador054,filho\minds\minds_14.mp4
filho,MINDS,Sinalizador055,filho\minds\minds_15.mp4
filho,MINDS,Sinalizador061,filho\minds\minds_16.mp4
filho,MINDS,Sinalizador062,filho\minds\minds_17.mp4
filho,MINDS,Sinalizador063,filho\minds\minds_18.mp4
filho,MINDS,Sinalizador064,filho\minds\minds_19.mp4
filho,MINDS,Sinalizador065,filho\minds\minds_20.mp4
filho,MINDS,Sinalizador081,filho\minds\minds_21.mp4
filho,MINDS,Sinalizador082,filho\minds\minds_22.mp4
filho,MINDS,Sinalizador083,filho\minds\minds_23.mp4
filho,MINDS,Sinalizador084,filho\minds\minds_24.mp4
filho,MINDS,Sinalizador085,filho\minds\minds_25.mp4
filho,MINDS,Sinalizador101,filho\minds\minds_26.mp4
filho,MINDS,Sinalizador102,filho\minds\minds_27.mp4
filho,MINDS,Sinalizador103,filho\minds\minds_28.mp4
filho,MINDS,Sinalizador104,filho\minds\minds_29.mp4
filho,MINDS,Sinalizador105,filho\minds\minds_30.mp4
filho,MINDS,Sinalizador111,filho\minds\minds_31.mp4
filho,MINDS,Sinalizador112,filho\minds\minds_32.mp4
filho,MINDS,Sinalizador113,filho\minds\minds_33.mp4
filho,MINDS,Sinalizador114,filho\minds\minds_34.mp4
filho,MINDS,Sinalizador115,filho\minds\minds_35.mp4
filho,MINDS,Sinalizador121,filho\minds\minds_36.mp4
filho,MINDS,Sinalizador122,filho\minds\minds_37.mp4
filho,MINDS,Sinalizador123,filho\minds\minds_38.mp4
filho,MINDS,Sinalizador124,filho\minds\minds_39.mp4
filho,MINDS,Sinalizador125,filho\minds\minds_40.mp4
filho,MALTA,Acessibilidades3,filho\malta\malta_01.mp4
filho,MALTA,SpreadTheSign,filho\malta\malta_02.mp4
filho,MALTA,UFSC,filho\malta\malta_03.mp4
filho,MALTA,UFV,filho\malta\malta_04.mp4
filho,MALTA,USP,filho\malta\malta_05.mp4
maca,MINDS,Sinalizador011,maca\minds\minds_01.mp4
maca,MINDS,Sinalizador012,maca\minds\minds_02.mp4
maca,MINDS,Sinalizador013,maca\minds\minds_03.mp4
maca,MINDS,Sinalizador014,maca\minds\minds_04.mp4
maca,MINDS,Sinalizador015,maca\minds\minds_05.mp4
maca,MINDS,Sinalizador021,maca\minds\minds_06.mp4
maca,MINDS,Sinalizador022,maca\minds\minds_07.mp4
maca,MINDS,Sinalizador023,maca\minds\minds_08.mp4
maca,MINDS,Sinalizador024,maca\minds\minds_09.mp4
maca,MINDS,Sinalizador025,maca\minds\minds_10.mp4
maca,MINDS,Sinalizador051,maca\minds\minds_11.mp4
maca,MINDS,Sinalizador052,maca\minds\minds_12.mp4
maca,MINDS,Sinalizador053,maca\minds\minds_13.mp4
maca,MINDS,Sinalizador054,maca\minds\minds_14.mp4
maca,MINDS,Sinalizador055,maca\minds\minds_15.mp4
maca,MINDS,Sinalizador061,maca\minds\minds_16.mp4
maca,MINDS,Sinalizador062,maca\minds\minds_17.mp4
maca,MINDS,Sinalizador063,maca\minds\minds_18.mp4
maca,MINDS,Sinalizador064,maca\minds\minds_19.mp4
maca,MINDS,Sinalizador065,maca\minds\minds_20.mp4
maca,MINDS,Sinalizador081,maca\minds\minds_21.mp4
maca,MINDS,Sinalizador082,maca\minds\minds_22.mp4
maca,MINDS,Sinalizador083,maca\minds\minds_23.mp4
maca,MINDS,Sinalizador084,maca\minds\minds_24.mp4
maca,MINDS,Sinalizador085,maca\minds\minds_25.mp4
maca,MINDS,Sinalizador101,maca\minds\minds_26.mp4
maca,MINDS,Sinalizador102,maca\minds\minds_27.mp4
maca,MINDS,Sinalizador103,maca\minds\minds_28.mp4
maca,MINDS,Sinalizador104,maca\minds\minds_29.mp4
maca,MINDS,Sinalizador105,maca\minds\minds_30.mp4
maca,MINDS,Sinalizador111,maca\minds\minds_31.mp4
maca,MINDS,Sinalizador112,maca\minds\minds_32.mp4
maca,MINDS,Sinalizador113,maca\minds\minds_33.mp4
maca,MINDS,Sinalizador114,maca\minds\minds_34.mp4
maca,MINDS,Sinalizador115,maca\minds\minds_35.mp4
maca,MINDS,Sinalizador121,maca\minds\minds_36.mp4
maca,MINDS,Sinalizador122,maca\minds\minds_37.mp4
maca,MINDS,Sinalizador123,maca\minds\minds_38.mp4
maca,MINDS,Sinalizador124,maca\minds\minds_39.mp4
maca,MINDS,Sinalizador125,maca\minds\minds_40.mp4
maca,MALTA,SpreadTheSign,maca\malta\malta_01.mp4
maca,MALTA,USP,maca\malta\malta_02.mp4
medo,MINDS,Sinalizador011,medo\minds\minds_01.mp4
medo,MINDS,Sinalizador012,medo\minds\minds_02.mp4
medo,MINDS,Sinalizador013,medo\minds\minds_03.mp4
medo,MINDS,Sinalizador014,medo\minds\minds_04.mp4
medo,MINDS,Sinalizador015,medo\minds\minds_05.mp4
medo,MINDS,Sinalizador021,medo\minds\minds_06.mp4
medo,MINDS,Sinalizador022,medo\minds\minds_07.mp4
medo,MINDS,Sinalizador023,medo\minds\minds_08.mp4
medo,MINDS,Sinalizador024,medo\minds\minds_09.mp4
medo,MINDS,Sinalizador025,medo\minds\minds_10.mp4
medo,MINDS,Sinalizador051,medo\minds\minds_11.mp4
medo,MINDS,Sinalizador052,medo\minds\minds_12.mp4
medo,MINDS,Sinalizador053,medo\minds\minds_13.mp4
medo,MINDS,Sinalizador054,medo\minds\minds_14.mp4
medo,MINDS,Sinalizador055,medo\minds\minds_15.mp4
medo,MINDS,Sinalizador061,medo\minds\minds_16.mp4
medo,MINDS,Sinalizador062,medo\minds\minds_17.mp4
medo,MINDS,Sinalizador063,medo\minds\minds_18.mp4
medo,MINDS,Sinalizador064,medo\minds\minds_19.mp4
medo,MINDS,Sinalizador065,medo\minds\minds_20.mp4
medo,MINDS,Sinalizador081,medo\minds\minds_21.mp4
medo,MINDS,Sinalizador082,medo\minds\minds_22.mp4
medo,MINDS,Sinalizador083,medo\minds\minds_23.mp4
medo,MINDS,Sinalizador084,medo\minds\minds_24.mp4
medo,MINDS,Sinalizador085,medo\minds\minds_25.mp4
medo,MINDS,Sinalizador101,medo\minds\minds_26.mp4
medo,MINDS,Sinalizador102,medo\minds\minds_27.mp4
medo,MINDS,Sinalizador103,medo\minds\minds_28.mp4
medo,MINDS,Sinalizador104,medo\minds\minds_29.mp4
medo,MINDS,Sinalizador105,medo\minds\minds_30.mp4
medo,MINDS,Sinalizador111,medo\minds\minds_31.mp4
medo,MINDS,Sinalizador112,medo\minds\minds_32.mp4
medo,MINDS,Sinalizador113,medo\minds\minds_33.mp4
medo,MINDS,Sinalizador114,medo\minds\minds_34.mp4
medo,MINDS,Sinalizador115,medo\minds\minds_35.mp4
medo,MINDS,Sinalizador121,medo\minds\minds_36.mp4
medo,MINDS,Sinalizador122,medo\minds\minds_37.mp4
medo,MINDS,Sinalizador123,medo\minds\minds_38.mp4
medo,MINDS,Sinalizador124,medo\minds\minds_39.mp4
medo,MINDS,Sinalizador125,medo\minds\minds_40.mp4
medo,MALTA,Acessibilidades3,medo\malta\malta_01.mp4
medo,MALTA,SpreadTheSign,medo\malta\malta_02.mp4
medo,MALTA,UFSC,medo\malta\malta_03.mp4
ruim,MINDS,Sinalizador011,ruim\minds\minds_01.mp4
ruim,MINDS,Sinalizador012,ruim\minds\minds_02.mp4
ruim,MINDS,Sinalizador013,ruim\minds\minds_03.mp4
ruim,MINDS,Sinalizador014,ruim\minds\minds_04.mp4
ruim,MINDS,Sinalizador015,ruim\minds\minds_05.mp4
ruim,MINDS,Sinalizador021,ruim\minds\minds_06.mp4
ruim,MINDS,Sinalizador022,ruim\minds\minds_07.mp4
ruim,MINDS,Sinalizador023,ruim\minds\minds_08.mp4
ruim,MINDS,Sinalizador024,ruim\minds\minds_09.mp4
ruim,MINDS,Sinalizador025,ruim\minds\minds_10.mp4
ruim,MINDS,Sinalizador051,ruim\minds\minds_11.mp4
ruim,MINDS,Sinalizador052,ruim\minds\minds_12.mp4
ruim,MINDS,Sinalizador053,ruim\minds\minds_13.mp4
ruim,MINDS,Sinalizador054,ruim\minds\minds_14.mp4
ruim,MINDS,Sinalizador055,ruim\minds\minds_15.mp4
ruim,MINDS,Sinalizador061,ruim\minds\minds_16.mp4
ruim,MINDS,Sinalizador062,ruim\minds\minds_17.mp4
ruim,MINDS,Sinalizador063,ruim\minds\minds_18.mp4
ruim,MINDS,Sinalizador064,ruim\minds\minds_19.mp4
ruim,MINDS,Sinalizador065,ruim\minds\minds_20.mp4
ruim,MINDS,Sinalizador081,ruim\minds\minds_21.mp4
ruim,MINDS,Sinalizador082,ruim\minds\minds_22.mp4
ruim,MINDS,Sinalizador083,ruim\minds\minds_23.mp4
ruim,MINDS,Sinalizador084,ruim\minds\minds_24.mp4
ruim,MINDS,Sinalizador085,ruim\minds\minds_25.mp4
ruim,MINDS,Sinalizador101,ruim\minds\minds_26.mp4
ruim,MINDS,Sinalizador102,ruim\minds\minds_27.mp4
ruim,MINDS,Sinalizador103,ruim\minds\minds_28.mp4
ruim,MINDS,Sinalizador104,ruim\minds\minds_29.mp4
ruim,MINDS,Sinalizador105,ruim\minds\minds_30.mp4
ruim,MINDS,Sinalizador111,ruim\minds\minds_31.mp4
ruim,MINDS,Sinalizador112,ruim\minds\minds_32.mp4
ruim,MINDS,Sinalizador113,ruim\minds\minds_33.mp4
ruim,MINDS,Sinalizador114,ruim\minds\minds_34.mp4
ruim,MINDS,Sinalizador115,ruim\minds\minds_35.mp4
ruim,MINDS,Sinalizador121,ruim\minds\minds_36.mp4
ruim,MINDS,Sinalizador122,ruim\minds\minds_37.mp4
ruim,MINDS,Sinalizador123,ruim\minds\minds_38.mp4
ruim,MINDS,Sinalizador124,ruim\minds\minds_39.mp4
ruim,MINDS,Sinalizador125,ruim\minds\minds_40.mp4
ruim,MALTA,Acessibilidades3,ruim\malta\malta_01.mp4
ruim,MALTA,Acessibilidades3,ruim\malta\malta_02.mp4
ruim,MALTA,UFSC,ruim\malta\malta_03.mp4
ruim,MALTA,USP,ruim\malta\malta_04.mp4
sapo,MINDS,Sinalizador011,sapo\minds\minds_01.mp4
sapo,MINDS,Sinalizador012,sapo\minds\minds_02.mp4
sapo,MINDS,Sinalizador013,sapo\minds\minds_03.mp4
sapo,MINDS,Sinalizador014,sapo\minds\minds_04.mp4
sapo,MINDS,Sinalizador015,sapo\minds\minds_05.mp4
sapo,MINDS,Sinalizador021,sapo\minds\minds_06.mp4
sapo,MINDS,Sinalizador022,sapo\minds\minds_07.mp4
sapo,MINDS,Sinalizador023,sapo\minds\minds_08.mp4
sapo,MINDS,Sinalizador024,sapo\minds\minds_09.mp4
sapo,MINDS,Sinalizador025,sapo\minds\minds_10.mp4
sapo,MINDS,Sinalizador051,sapo\minds\minds_11.mp4
sapo,MINDS,Sinalizador052,sapo\minds\minds_12.mp4
sapo,MINDS,Sinalizador053,sapo\minds\minds_13.mp4
sapo,MINDS,Sinalizador054,sapo\minds\minds_14.mp4
sapo,MINDS,Sinalizador055,sapo\minds\minds_15.mp4
sapo,MINDS,Sinalizador061,sapo\minds\minds_16.mp4
sapo,MINDS,Sinalizador062,sapo\minds\minds_17.mp4
sapo,MINDS,Sinalizador063,sapo\minds\minds_18.mp4
sapo,MINDS,Sinalizador064,sapo\minds\minds_19.mp4
sapo,MINDS,Sinalizador065,sapo\minds\minds_20.mp4
sapo,MINDS,Sinalizador081,sapo\minds\minds_21.mp4
sapo,MINDS,Sinalizador082,sapo\minds\minds_22.mp4
sapo,MINDS,Sinalizador083,sapo\minds\minds_23.mp4
sapo,MINDS,Sinalizador084,sapo\minds\minds_24.mp4
sapo,MINDS,Sinalizador085,sapo\minds\minds_25.mp4
sapo,MINDS,Sinalizador101,sapo\minds\minds_26.mp4
sapo,MINDS,Sinalizador102,sapo\minds\minds_27.mp4
sapo,MINDS,Sinalizador103,sapo\minds\minds_28.mp4
sapo,MINDS,Sinalizador104,sapo\minds\minds_29.mp4
sapo,MINDS,Sinalizador105,sapo\minds\minds_30.mp4
sapo,MINDS,Sinalizador111,sapo\minds\minds_31.mp4
sapo,MINDS,Sinalizador112,sapo\minds\minds_32.mp4
sapo,MINDS,Sinalizador113,sapo\minds\minds_33.mp4
sapo,MINDS,Sinalizador114,sapo\minds\minds_34.mp4
sapo,MINDS,Sinalizador115,sapo\minds\minds_35.mp4
sapo,MINDS,Sinalizador121,sapo\minds\minds_36.mp4
sapo,MINDS,Sinalizador122,sapo\minds\minds_37.mp4
sapo,MINDS,Sinalizador123,sapo\minds\minds_38.mp4
sapo,MINDS,Sinalizador124,sapo\minds\minds_39.mp4
sapo,MINDS,Sinalizador125,sapo\minds\minds_40.mp4
sapo,MALTA,Acessibilidades3,sapo\malta\malta_01.mp4
sapo,MALTA,SpreadTheSign,sapo\malta\malta_02.mp4
sapo,MALTA,UFSC,sapo\malta\malta_03.mp4
vacina,MINDS,Sinalizador011,vacina\minds\minds_01.mp4
vacina,MINDS,Sinalizador012,vacina\minds\minds_02.mp4
vacina,MINDS,Sinalizador013,vacina\minds\minds_03.mp4
vacina,MINDS,Sinalizador014,vacina\minds\minds_04.mp4
vacina,MINDS,Sinalizador015,vacina\minds\minds_05.mp4
vacina,MINDS,Sinalizador021,vacina\minds\minds_06.mp4
vacina,MINDS,Sinalizador022,vacina\minds\minds_07.mp4
vacina,MINDS,Sinalizador023,vacina\minds\minds_08.mp4
vacina,MINDS,Sinalizador024,vacina\minds\minds_09.mp4
vacina,MINDS,Sinalizador025,vacina\minds\minds_10.mp4
vacina,MINDS,Sinalizador051,vacina\minds\minds_11.mp4
vacina,MINDS,Sinalizador052,vacina\minds\minds_12.mp4
vacina,MINDS,Sinalizador053,vacina\minds\minds_13.mp4
vacina,MINDS,Sinalizador054,vacina\minds\minds_14.mp4
vacina,MINDS,Sinalizador055,vacina\minds\minds_15.mp4
vacina,MINDS,Sinalizador061,vacina\minds\minds_16.mp4
vacina,MINDS,Sinalizador062,vacina\minds\minds_17.mp4
vacina,MINDS,Sinalizador063,vacina\minds\minds_18.mp4
vacina,MINDS,Sinalizador064,vacina\minds\minds_19.mp4
vacina,MINDS,Sinalizador065,vacina\minds\minds_20.mp4
vacina,MINDS,Sinalizador081,vacina\minds\minds_21.mp4
vacina,MINDS,Sinalizador082,vacina\minds\minds_22.mp4
vacina,MINDS,Sinalizador083,vacina\minds\minds_23.mp4
vacina,MINDS,Sinalizador084,vacina\minds\minds_24.mp4
vacina,MINDS,Sinalizador085,vacina\minds\minds_25.mp4
vacina,MINDS,Sinalizador101,vacina\minds\minds_26.mp4
vacina,MINDS,Sinalizador102,vacina\minds\minds_27.mp4
vacina,MINDS,Sinalizador103,vacina\minds\minds_28.mp4
vacina,MINDS,Sinalizador104,vacina\minds\minds_29.mp4
vacina,MINDS,Sinalizador105,vacina\minds\minds_30.mp4
vacina,MINDS,Sinalizador111,vacina\minds\minds_31.mp4
vacina,MINDS,Sinalizador112,vacina\minds\minds_32.mp4
vacina,MINDS,Sinalizador113,vacina\minds\minds_33.mp4
vacina,MINDS,Sinalizador114,vacina\minds\minds_34.mp4
vacina,MINDS,Sinalizador115,vacina\minds\minds_35.mp4
vacina,MINDS,Sinalizador121,vacina\minds\minds_36.mp4
vacina,MINDS,Sinalizador122,vacina\minds\minds_37.mp4
vacina,MINDS,Sinalizador123,vacina\minds\minds_38.mp4
vacina,MINDS,Sinalizador124,vacina\minds\minds_39.mp4
vacina,MINDS,Sinalizador125,vacina\minds\minds_40.mp4
vacina,MALTA,Acessibilidades3,vacina\malta\malta_01.mp4
vacina,MALTA,SpreadTheSign,vacina\malta\malta_02.mp4
vacina,MALTA,SpreadTheSign,vacina\malta\malta_03.mp4
vacina,MALTA,UFSC,vacina\malta\malta_04.mp4
vontade,MINDS,Sinalizador011,vontade\minds\minds_01.mp4
vontade,MINDS,Sinalizador012,vontade\minds\minds_02.mp4
vontade,MINDS,Sinalizador013,vontade\minds\minds_03.mp4
vontade,MINDS,Sinalizador014,vontade\minds\minds_04.mp4
vontade,MINDS,Sinalizador015,vontade\minds\minds_05.mp4
vontade,MINDS,Sinalizador021,vontade\minds\minds_06.mp4
vontade,MINDS,Sinalizador022,vontade\minds\minds_07.mp4
vontade,MINDS,Sinalizador023,vontade\minds\minds_08.mp4
vontade,MINDS,Sinalizador024,vontade\minds\minds_09.mp4
vontade,MINDS,Sinalizador025,vontade\minds\minds_10.mp4
vontade,MINDS,Sinalizador051,vontade\minds\minds_11.mp4
vontade,MINDS,Sinalizador052,vontade\minds\minds_12.mp4
vontade,MINDS,Sinalizador053,vontade\minds\minds_13.mp4
vontade,MINDS,Sinalizador054,vontade\minds\minds_14.mp4
vontade,MINDS,Sinalizador055,vontade\minds\minds_15.mp4
vontade,MINDS,Sinalizador061,vontade\minds\minds_16.mp4
vontade,MINDS,Sinalizador062,vontade\minds\minds_17.mp4
vontade,MINDS,Sinalizador063,vontade\minds\minds_18.mp4
vontade,MINDS,Sinalizador064,vontade\minds\minds_19.mp4
vontade,MINDS,Sinalizador065,vontade\minds\minds_20.mp4
vontade,MINDS,Sinalizador081,vontade\minds\minds_21.mp4
vontade,MINDS,Sinalizador082,vontade\minds\minds_22.mp4
vontade,MINDS,Sinalizador083,vontade\minds\minds_23.mp4
vontade,MINDS,Sinalizador084,vontade\minds\minds_24.mp4
vontade,MINDS,Sinalizador085,vontade\minds\minds_25.mp4
vontade,MINDS,Sinalizador101,vontade\minds\minds_26.mp4
vontade,MINDS,Sinalizador102,vontade\minds\minds_27.mp4
vontade,MINDS,Sinalizador103,vontade\minds\minds_28.mp4
vontade,MINDS,Sinalizador104,vontade\minds\minds_29.mp4
vontade,MINDS,Sinalizador105,vontade\minds\minds_30.mp4
vontade,MINDS,Sinalizador111,vontade\minds\minds_31.mp4
vontade,MINDS,Sinalizador112,vontade\minds\minds_32.mp4
vontade,MINDS,Sinalizador113,vontade\minds\minds_33.mp4
vontade,MINDS,Sinalizador114,vontade\minds\minds_34.mp4
vontade,MINDS,Sinalizador115,vontade\minds\minds_35.mp4
vontade,MINDS,Sinalizador121,vontade\minds\minds_36.mp4
vontade,MINDS,Sinalizador122,vontade\minds\minds_37.mp4
vontade,MINDS,Sinalizador123,vontade\minds\minds_38.mp4
vontade,MINDS,Sinalizador124,vontade\minds\minds_39.mp4
vontade,MINDS,Sinalizador125,vontade\minds\minds_40.mp4
vontade,MALTA,Acessibilidades3,vontade\malta\malta_01.mp4
vontade,MALTA,UFSC,vontade\malta\malta_02.mp4
